sentence	label
tell me when howling ii your sister is a werewolf is playing 	5
find andreas hofer at elevenses 	5
what time is return from hell playing at the nearest movie house 	5
what is the movie schedules for the harkins theatres 	5
show movie times for movies in the area 	5
what animated movies are playing at the douglas theatre company 	5
check films screened at the closest cinema 	5
find the schedule for fear chamber 	5
please tell me the movie schedules 	5
find the schedule for the closest films at a cinema at meal time 	5
what time is i know that you know that i know lpaying 	5
when and where is nefertiti queen of the nile playing 	5
i need information on movie schedules 	5
she me the movie schedule for animated movies at the place nearby 	5
give me the movie schedule for films in the area 	5
list movies at imax corporation 	5
is love is a ball playing right now 	5
let me see the movie schedule for seed of chucky 	5
i d like to know what films are scheduled at alamo drafthouse cinema 	5
show movie times 	5
let me know what animated movies are playing around here 	5
recite the movie schedule 	5
what time is bloody twilight playing 	5
i need movie times for movies in the area 	5
what movies are showing at the nearest movie theatre in 8 minutes 	5
find a cineplex odeon corporation showing movies 	5
find noon movie times at imax corporation 	5
i want to watch fist of the north star 1 minute from now 	5
is people of the cumberland playing at landmark theatres now 	5
what movies are in the area 	5
is the happy hooker goes hollywood at the movie house nearest me 	5
what is the movie schedule for today 	5
what films start at eighteen at caribbean cinemas 	5
find brandy in the wilderness 	5
what movies are playing at the nearest cinema 	5
what time is three cuckoo clocks playing 	5
what movie house is playing the animated movies nearest 	5
what time is swarna trishna playinh at loews cineplex 	5
list movie schedules for animated movies playing in the neighbourhood 	5
when is eye of the spider playing at regal entertainment group 	5
what is the movie schedule for animated movies in the area 	5
find movies around here 	5
find the movie schedule for animated movies in the area 	5
what time is the burning season playing 	5
what are the movie times for animated movies nearby 	5
i want to watch looney tunes platinum collection volume 1 at a movie theatre 	5
what is the movie schedule for loews cineplex entertainment 	5
where can i see travelling light 	5
what time is the glass key playing at caribbean cinemas 	5
please tell me the movie schedules 	5
can i go see cash and curry at a movie theatre 	5
find regal entertainment group animated movies 	5
where is my dearest enemy playing 	5
list movie times at general cinema corporation 	5
can i get the showtimes for films close by 	5
what films are playing at the nearest movie theatre 	5
i want a list of films that are going to be shown in the neighborhood 	5
what time is the sea chase playing 	5
what films are at century theatres in twelve hours 	5
what s the nearest movie theatre playing testament of orpheus 	5
when is the woman going to be scheduled at the closest movie house 	5
what time is sontha ooru playing 	5
what time is adam at six am playing 	5
where is wild america showing at zero pm 	5
is dead fish playing at the movie house 	5
what films are playing at the closest movie house 	5
find movie schedules for star theatres 	5
show movie times at kerasotes theatres 	5
i d like to watch i wish at the nearest movie theatre 	5
what are the current movie schedules 	5
find the colour of the chameleon 	5
where is the closest cinema playing i prefer the sound of the sea 	5
what movie is at loews cineplex entertainment 	5
find the schedule for for the day of the jackal at pacific theatres 	5
when will third person singular number be playing 	5
find movies playing at the closest movie theatre 	5
can i see the upcoming movie schedule 	5
i d like to watch films at the nearest cinema at 8 am 	5
when is the prince who was a thief playing at the cinema 	5
give me the schedule for getting there sweet 16 and licensed to drive 	5
find national amusements showing the trouble with harry 	5
what is the movie schedules for the movies nearby playing 23 seconds from now 	5
find the nearest movies at a movie theatre 	5
what are the movie schedules for films in the area 	5
what animated movies are showing in the neighborhood 	5
is traffic at the movie theatre 	5
when is twentynine palms playing at plitt theatres 	5
find movie times for close by movies 	5
where is the nearest cinema that has southside 1 1000 	5
show movie times and movies in the area 	5
showtimes for medal for the general 	5
find me the movie times for the alamo drafthouse cinema 	5
when is harassed being played at plitt theatres 	5
show me movie times 	5
show the movie times 	5
find blood and bones 	5
in the neighbourhood find movies 	5
she me movie times at mann theatres 	5
show the schedule of movie unborn but forgotten 	5
find the movie schedule for the douglas theatre company 	5
what is the wanda group movie schedules 	5
what time do the movies play at southern theatres 	5
movie schedule for animated movies in the neighborhood 	5
where is the chief cook playing 	5
find movie times 	5
find alamo drafthouse cinema with animated movies 	5
what are movie times for animated movies close by 	5
what are the movie times for amco entertainment 	5
i m wondering when i can see hurry sundown 	5
what time is the world according to john coltrane playing 	5
find movie times for films in the area 	5
what films are playing at great escape theatres 	5
check movie schedules and find which animated movies are being aired in the neighborhood movie halls 	5
when is em4jay playing at the movie theatre 	5
what movies are on the movie schedules for five hours from now in the neighbourhood 	5
